date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref
2024-03-31T19:00:00Z,30,real madrid,athletic,2,0,1,0,2,real madrid,athletic,javier alberola rojas
2024-04-01T19:00:00Z,30,villarreal,atleti,1,2,0,1,1,atleti,villarreal,mario melero lópez
2024-04-04T18:00:00Z,26,granada,valencia,0,1,0,0,1,valencia,granada,alejandro hernández hernández
2024-04-12T19:00:00Z,31,real betis,celta,2,1,0,0,1,real betis,celta,juan martínez munuera
2024-04-13T12:00:00Z,31,atleti,girona,3,1,2,1,2,atleti,girona,ricardo de burgos
2024-04-13T14:15:00Z,31,rayo vallecano,getafe,0,0,0,0,0,draw,draw,jorge figueroa vázquez
2024-04-13T16:30:00Z,31,mallorca,real madrid,0,1,0,0,1,real madrid,mallorca,josé sánchez martínez
2024-04-13T19:00:00Z,31,cádiz cf,barça,0,1,0,1,1,barça,cádiz cf,juan pulido santana
2024-04-14T12:00:00Z,31,las palmas,sevilla fc,0,2,0,1,2,sevilla fc,las palmas,alejandro muñiz ruiz
2024-04-14T14:15:00Z,31,granada,alavés,2,0,2,0,2,granada,alavés,víctor garcía verdura
2024-04-14T16:30:00Z,31,athletic,villarreal,1,1,0,0,0,draw,draw,guillermo cuadra fernández
2024-04-14T19:00:00Z,31,real sociedad,almería,2,2,1,1,0,draw,draw,isidro díaz de mera
2024-04-15T19:00:00Z,31,osasuna,valencia,0,1,0,1,1,valencia,osasuna,josé munuera montero
2024-04-19T19:00:00Z,32,athletic,granada,1,1,1,1,0,draw,draw,javier iglesias villanueva
2024-04-20T12:00:00Z,32,celta,las palmas,4,1,2,1,3,celta,las palmas,francisco hernández maeso
2024-04-20T14:15:00Z,32,rayo vallecano,osasuna,2,1,0,1,1,rayo vallecano,osasuna,mario melero lópez
2024-04-20T16:30:00Z,32,valencia,real betis,1,2,0,1,1,real betis,valencia,mateo busquets ferrer
2024-04-20T19:00:00Z,32,girona,cádiz cf,4,1,2,0,3,girona,cádiz cf,javier alberola rojas
2024-04-21T12:00:00Z,32,getafe,real sociedad,1,1,1,1,0,draw,draw,víctor garcía verdura
2024-04-21T14:15:00Z,32,almería,villarreal,1,2,1,1,1,villarreal,almería,miguel ortiz arias
2024-04-21T16:30:00Z,32,alavés,atleti,2,0,1,0,2,alavés,atleti,jesús gil manzano
2024-04-21T19:00:00Z,32,real madrid,barça,3,2,1,1,1,real madrid,barça,césar soto grado
2024-04-22T19:00:00Z,32,sevilla fc,mallorca,2,1,0,0,1,sevilla fc,mallorca,alejandro hernández hernández
2024-04-26T19:00:00Z,33,real sociedad,real madrid,0,1,0,1,1,real madrid,real sociedad,josé munuera montero
2024-04-27T12:00:00Z,33,las palmas,girona,0,2,0,1,2,girona,las palmas,jorge figueroa vázquez
2024-04-27T14:15:00Z,33,almería,getafe,1,3,1,1,2,getafe,almería,guillermo cuadra fernández
2024-04-27T16:30:00Z,33,alavés,celta,3,0,0,0,3,alavés,celta,juan pulido santana
2024-04-27T19:00:00Z,33,atleti,athletic,3,1,1,1,2,atleti,athletic,juan martínez munuera
2024-04-28T12:00:00Z,33,cádiz cf,mallorca,1,1,0,1,0,draw,draw,isidro díaz de mera
2024-04-28T14:15:00Z,33,granada,osasuna,3,0,1,0,3,granada,osasuna,alejandro muñiz ruiz
2024-04-28T16:30:00Z,33,villarreal,rayo vallecano,3,0,1,0,3,villarreal,rayo vallecano,pablo gonzález fuertes
2024-04-28T19:00:00Z,33,real betis,sevilla fc,1,1,1,0,0,draw,draw,josé sánchez martínez
2024-04-29T19:00:00Z,33,barça,valencia,4,2,1,2,2,barça,valencia,ricardo de burgos
2024-05-03T19:00:00Z,34,getafe,athletic,0,2,0,1,2,athletic,getafe,jesús gil manzano
2024-05-04T12:00:00Z,34,real sociedad,las palmas,2,0,2,0,2,real sociedad,las palmas,miguel ortiz arias
2024-05-04T14:15:00Z,34,real madrid,cádiz cf,3,0,0,0,3,real madrid,cádiz cf,javier iglesias villanueva
2024-05-04T16:30:00Z,34,girona,barça,4,2,1,2,2,girona,barça,alejandro hernández hernández
2024-05-04T19:00:00Z,34,mallorca,atleti,0,1,0,1,1,atleti,mallorca,javier alberola rojas
2024-05-05T12:00:00Z,34,osasuna,real betis,0,2,0,2,2,real betis,osasuna,víctor garcía verdura
2024-05-05T14:15:00Z,34,celta,villarreal,3,2,2,1,1,celta,villarreal,césar soto grado
2024-05-05T16:30:00Z,34,valencia,alavés,0,1,0,0,1,alavés,valencia,mario melero lópez
2024-05-05T19:00:00Z,34,sevilla fc,granada,3,0,1,0,3,sevilla fc,granada,mateo busquets ferrer
2024-05-05T19:00:00Z,34,rayo vallecano,almería,0,1,0,1,1,almería,rayo vallecano,francisco hernández maeso
2024-05-10T19:00:00Z,35,alavés,girona,2,2,1,2,0,draw,draw,josé munuera montero
2024-05-11T12:00:00Z,35,mallorca,las palmas,1,0,1,0,1,mallorca,las palmas,juan martínez munuera
2024-05-11T14:15:00Z,35,villarreal,sevilla fc,3,2,1,2,1,villarreal,sevilla fc,isidro díaz de mera
2024-05-11T16:30:00Z,35,granada,real madrid,0,4,0,2,4,real madrid,granada,pablo gonzález fuertes
2024-05-11T19:00:00Z,35,athletic,osasuna,2,2,0,1,0,draw,draw,josé sánchez martínez
2024-05-12T12:00:00Z,35,cádiz cf,getafe,1,0,1,0,1,cádiz cf,getafe,ricardo de burgos
2024-05-12T14:15:00Z,35,atleti,celta,1,0,0,0,1,atleti,celta,jorge figueroa vázquez
2024-05-12T16:30:00Z,35,valencia,rayo vallecano,0,0,0,0,0,draw,draw,juan pulido santana
2024-05-12T19:00:00Z,35,real betis,almería,3,2,2,1,1,real betis,almería,alejandro muñiz ruiz
2024-05-13T19:00:00Z,35,barça,real sociedad,2,0,1,0,2,barça,real sociedad,guillermo cuadra fernández
2024-05-14T17:30:00Z,36,osasuna,mallorca,1,1,1,0,0,draw,draw,francisco hernández maeso
2024-05-14T19:30:00Z,36,real madrid,alavés,5,0,3,0,5,real madrid,alavés,mateo busquets ferrer
2024-05-14T20:00:00Z,36,girona,villarreal,0,1,0,0,1,villarreal,girona,josé sánchez martínez
2024-05-15T17:30:00Z,36,sevilla fc,cádiz cf,0,1,0,0,1,cádiz cf,sevilla fc,miguel ortiz arias
2024-05-15T17:30:00Z,36,rayo vallecano,granada,2,1,1,0,1,rayo vallecano,granada,isidro díaz de mera
2024-05-15T20:00:00Z,36,celta,athletic,2,1,0,1,1,celta,athletic,víctor garcía verdura
2024-05-15T20:00:00Z,36,getafe,atleti,0,3,0,2,3,atleti,getafe,mario melero lópez
2024-05-16T17:30:00Z,36,las palmas,real betis,2,2,1,1,0,draw,draw,javier iglesias villanueva
2024-05-16T19:30:00Z,36,almería,barça,0,2,0,1,2,barça,almería,javier alberola rojas
2024-05-16T20:00:00Z,36,real sociedad,valencia,1,0,1,0,1,real sociedad,valencia,césar soto grado
2024-05-18T19:00:00Z,37,alavés,getafe,1,0,1,0,1,alavés,getafe,jorge figueroa vázquez
2024-05-19T17:00:00Z,37,athletic,sevilla fc,2,0,2,0,2,athletic,sevilla fc,juan pulido santana
2024-05-19T17:00:00Z,37,atleti,osasuna,1,4,0,1,3,osasuna,atleti,pablo gonzález fuertes
2024-05-19T17:00:00Z,37,real betis,real sociedad,0,2,0,2,2,real sociedad,real betis,juan martínez munuera
2024-05-19T17:00:00Z,37,barça,rayo vallecano,3,0,1,0,3,barça,rayo vallecano,jesús gil manzano
2024-05-19T17:00:00Z,37,cádiz cf,las palmas,0,0,0,0,0,draw,draw,césar soto grado
2024-05-19T17:00:00Z,37,granada,celta,1,2,0,0,1,celta,granada,javier alberola rojas
2024-05-19T17:00:00Z,37,valencia,girona,1,3,0,1,2,girona,valencia,guillermo cuadra fernández
2024-05-19T17:00:00Z,37,villarreal,real madrid,4,4,1,4,0,draw,draw,alejandro hernández hernández
2024-05-19T17:00:00Z,37,mallorca,almería,2,2,1,1,0,draw,draw,ricardo de burgos
2024-05-24T19:00:00Z,38,girona,granada,7,0,3,0,7,girona,granada,alejandro muñiz ruiz
2024-05-25T12:00:00Z,38,osasuna,villarreal,1,1,1,0,0,draw,draw,mario melero lópez
2024-05-25T14:15:00Z,38,real sociedad,atleti,0,2,0,1,2,atleti,real sociedad,josé sánchez martínez
2024-05-25T16:30:00Z,38,rayo vallecano,athletic,0,1,0,0,1,athletic,rayo vallecano,josé munuera montero
2024-05-25T16:30:00Z,38,almería,cádiz cf,6,1,0,1,5,almería,cádiz cf,mateo busquets ferrer
2024-05-25T19:00:00Z,38,real madrid,real betis,0,0,0,0,0,draw,draw,isidro díaz de mera
2024-05-26T12:00:00Z,38,getafe,mallorca,1,2,0,0,1,mallorca,getafe,víctor garcía verdura
2024-05-26T14:15:00Z,38,celta,valencia,2,2,0,1,0,draw,draw,miguel ortiz arias
2024-05-26T14:15:00Z,38,las palmas,alavés,1,1,0,0,0,draw,draw,francisco hernández maeso
2024-05-26T19:00:00Z,38,sevilla fc,barça,1,2,1,1,1,barça,sevilla fc,javier iglesias villanueva
